OTUID,kingdom,phylum,class,order,family,genus,species,confidence
OTU_662,Bacteria,Planctomycetes,Phycisphaerae,WD2101,,,,1
OTU_663,Bacteria,Proteobacteria,Betaproteobacteria,,,,,1
OTU_664,Bacteria,Chlorobi,OPB56,,,,,0.99
OTU_665,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,,0.97
OTU_666,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,,,1
OTU_667,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Dysgonomonas,,0.81
OTU_668,Bacteria,Cyanobacteria,Chloroplast,,,,,0.85
OTU_669,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,,1
OTU_1505,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Sutterella,,0.84
OTU_1504,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,,1
OTU_1503,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,,0.94
OTU_1502,Bacteria,Chloroflexi,Anaerolineae,H39,,,,1
OTU_1501,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,,,0.87
OTU_1500,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,,0.83
OTU_1726,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,,1
OTU_3626,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,,0.99
OTU_3433,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,,1
OTU_1495,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Marinibacillus,,1
OTU_2728,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,,0.82
OTU_3259,Bacteria,Acidobacteria,DA052,Ellin6513,,,,1
OTU_3258,Bacteria,,,,,,,1
OTU_3255,Bacteria,,,,,,,0.96
OTU_3254,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,0.86
OTU_3257,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,,,0.89
OTU_3256,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,,,0.83
OTU_3251,Bacteria,,,,,,,0.97
OTU_3250,Bacteria,,,,,,,1
OTU_3253,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,0.82
OTU_3252,Bacteria,FBP,,,,,,1
OTU_3627,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,,1
OTU_3733,Bacteria,,,,,,,1
OTU_3432,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,,,0.88
OTU_2729,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Ellin5301,,,0.98
OTU_488,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,0.92
OTU_489,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,,,1
OTU_484,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,,0.98
OTU_485,Bacteria,,,,,,,1
OTU_486,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,acidaminiphila,1
OTU_487,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,Phytophthora,ramorum,0.84
OTU_480,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,,0.96
OTU_481,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,,1
OTU_482,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,0.98
OTU_483,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,[Weeksellaceae],Chryseobacterium,,1
OTU_1433,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,starrii,0.91
OTU_1432,Bacteria,Firmicutes,Clostridia,Clostridiales,,,,0.92
OTU_1431,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Asteroleplasma,,0.92
OTU_1430,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,0.83
OTU_718,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,,,1
OTU_719,Bacteria,,,,,,,0.99
OTU_248,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,,,1
OTU_249,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Cellulomonadaceae,Cellulomonas,,1
OTU_246,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,,1
OTU_247,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,1
OTU_244,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Skermanella,,1
OTU_245,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Zymomonas,,0.94
OTU_242,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,,0.99
OTU_243,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,,1
OTU_240,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,bromii,1
OTU_241,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus,,1
OTU_3621,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,0319-6G20,,,1
OTU_3434,Bacteria,Proteobacteria,,,,,,0.8
OTU_390,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,,0.86
OTU_391,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Balneimonas,,1
OTU_392,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Saprospiraceae,,,1
OTU_393,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cytophaga,,0.99
OTU_394,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,1
OTU_395,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,,,0.96
OTU_396,Bacteria,Proteobacteria,Betaproteobacteria,,,,,0.96
OTU_397,Bacteria,,,,,,,0.89
OTU_398,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,0.95
OTU_399,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,,,0.89
OTU_3499,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,,,0.94
OTU_3498,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Trichococcus,,0.82
OTU_3091,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,,1
OTU_3622,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Sediminibacterium,,0.99
OTU_3437,Bacteria,Proteobacteria,Betaproteobacteria,,,,,0.98
OTU_2850,Bacteria,,,,,,,0.91
OTU_2851,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,,0.99
OTU_2852,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,,,,1
OTU_2853,Bacteria,,,,,,,1
OTU_2724,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,,0.99
OTU_2855,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,durum,0.99
OTU_2856,Bacteria,OD1,ZB2,,,,,1
OTU_2857,Bacteria,,,,,,,0.94
OTU_2858,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,0.99
OTU_2859,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,,,,0.84
OTU_808,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Ellin517,,,1
OTU_809,Bacteria,Gemmatimonadetes,Gemm-1,,,,,1
OTU_1725,Bacteria,Acidobacteria,iii1-8,DS-18,,,,1
OTU_1724,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,,1
OTU_1723,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,,0.96
OTU_1722,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,,0.97
OTU_1721,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,,1
OTU_1720,Bacteria,,,,,,,0.91
OTU_800,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,,,0.98
OTU_801,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,celatum,0.92
OTU_802,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,,0.99
OTU_803,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,,1
OTU_804,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Beutenbergiaceae,Salana,multivorans,0.85
OTU_805,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinoallomurus,,0.8
OTU_806,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola,,0.82
OTU_807,Bacteria,OD1,,,,,,1
OTU_2725,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,,,1
OTU_3436,Bacteria,Cyanobacteria,Chloroplast,Streptophyta,,,,1
OTU_2350,Archaea,Crenarchaeota,Thaumarchaeota,Cenarchaeales,SAGMA-X,,,0.86
OTU_3968,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,0.99
OTU_2388,Bacteria,,,,,,,0.86
OTU_2722,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,,,0.88
OTU_3480,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Ellin5301,,,1
OTU_3576,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,,0.98
OTU_934,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,ACK-M1,,,1
OTU_935,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Larkinella,,0.83
OTU_936,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Paludibacter,,1
OTU_937,Bacteria,,,,,,,1
OTU_930,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,[Weeksellaceae],Wautersiella,,1
OTU_931,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,,,,0.8
OTU_932,Bacteria,,,,,,,1
OTU_933,Bacteria,Proteobacteria,,,,,,0.83
OTU_1653,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,,,,0.85
OTU_1652,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,,,0.83
OTU_1651,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,EB1017,,,0.98
OTU_1650,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],,,1
OTU_938,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,0.92
OTU_939,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,,1
OTU_1655,Bacteria,Cyanobacteria,Chloroplast,Streptophyta,,,,1
OTU_1654,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,,,1
OTU_2695,Bacteria,Chloroflexi,Ellin6529,,,,,1
OTU_1718,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter,,0.92
OTU_2692,Bacteria,Acidobacteria,Sva0725,Sva0725,,,,1
OTU_2778,Bacteria,Cyanobacteria,Chloroplast,Streptophyta,,,,0.94
OTU_2518,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,,,0.97
OTU_2929,Bacteria,Planctomycetes,Phycisphaerae,WD2101,,,,1
OTU_1972,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,,,0.88
OTU_2690,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,S24-7,,,1
OTU_1973,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,Ellin6075,,,0.85
OTU_2691,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,,0.99
OTU_2720,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,,0.99
OTU_1970,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,,0.83
OTU_3501,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,0.95
OTU_2515,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,0.94
OTU_1971,Bacteria,Proteobacteria,Deltaproteobacteria,MIZ46,,,,1
OTU_1719,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Silvimonas,terrae,0.99
OTU_2514,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,,,1
OTU_1976,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,,,0.92
OTU_2517,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,1
OTU_1977,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,,0.9
OTU_2040,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,,1
OTU_1974,Bacteria,Chloroflexi,Chloroflexi,Herpetosiphonales,,,,1
OTU_2511,Bacteria,Planctomycetes,vadinHA49,PeHg47,,,,1
OTU_2721,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,,1
OTU_1975,Bacteria,Planctomycetes,[Brocadiae],Brocadiales,Brocadiaceae,,,1
OTU_3500,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,,0.98
OTU_2510,Bacteria,Cyanobacteria,ML635J-21,,,,,1
OTU_3853,Bacteria,Planctomycetes,Phycisphaerae,WD2101,,,,1
OTU_2513,Bacteria,Cyanobacteria,Chloroplast,Chlorophyta,,,,0.93
OTU_3852,Bacteria,,,,,,,0.95
OTU_2512,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,,,1
OTU_3851,Bacteria,Cyanobacteria,Chloroplast,Chlorophyta,,,,1
OTU_3628,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,,0.97
OTU_3738,Bacteria,,,,,,,0.99
OTU_3567,Bacteria,Planctomycetes,Phycisphaerae,WD2101,,,,0.93
OTU_3850,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,TS34,,0.91
OTU_672,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,,1
OTU_3062,Bacteria,Chloroflexi,Ellin6529,,,,,1
OTU_3503,Bacteria,Chloroflexi,C0119,,,,,0.96
OTU_1457,Bacteria,,,,,,,0.98
OTU_3856,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,,0.92
OTU_1456,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Adlercreutzia,,0.94
OTU_1248,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium,,1
OTU_1249,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,,0.91
OTU_1244,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,1
OTU_1245,Bacteria,,,,,,,0.97
OTU_1246,Bacteria,,,,,,,0.98
OTU_1247,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,,0.99
OTU_1240,Bacteria,Armatimonadetes,[Fimbriimonadia],[Fimbriimonadales],[Fimbriimonadaceae],,,0.83
OTU_1241,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,,0.83
OTU_1242,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,,0.98
OTU_1243,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylopila,,1
OTU_3817,Bacteria,Cyanobacteria,Chloroplast,Streptophyta,,,,0.97
OTU_3816,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,,0.98
OTU_1088,Bacteria,,,,,,,1
OTU_1089,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,,,0.87
OTU_3813,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,,0.98
OTU_3561,Bacteria,,,,,,,0.92
OTU_3811,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,,,1
OTU_3063,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,,0.84
OTU_1082,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,,0.93
OTU_1083,Bacteria,,,,,,,0.98
OTU_1080,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,,0.98
OTU_1081,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,0.99
OTU_1086,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,1
OTU_1087,Bacteria,Proteobacteria,Deltaproteobacteria,Spirobacillales,,,,1
OTU_1084,Unclassified,,,,,,,1
OTU_1085,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,0.91
OTU_1514,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Sporichthyaceae,,,0.82
OTU_2774,Bacteria,,,,,,,0.99
OTU_3647,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,,,0.8
OTU_1516,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,,1
OTU_3642,Bacteria,Planctomycetes,Phycisphaerae,WD2101,,,,1
OTU_3904,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,,0.8
OTU_1517,Bacteria,Proteobacteria,Betaproteobacteria,,,,,1
OTU_3505,Bacteria,,,,,,,1
OTU_1459,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,,,0.8
OTU_1458,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina,,0.99
OTU_2777,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,0.95
OTU_3634,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,,0.99
OTU_3569,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,,0.88
OTU_2263,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Dialister,,0.96
OTU_3568,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,[Eubacterium],biforme,1
OTU_3644,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cytophaga,,1
OTU_1882,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,,0.81
OTU_1883,Bacteria,,,,,,,0.96
OTU_1880,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,,,1
OTU_1881,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,,0.9
OTU_1886,Bacteria,Firmicutes,Clostridia,Clostridiales,,,,0.99
OTU_1668,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,,,0.9
OTU_1884,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,,1
OTU_1885,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Leucobacter,,1
OTU_1888,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,EB1017,,,1
OTU_1669,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,,1
OTU_2776,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,,1
OTU_1666,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,,,1
OTU_2262,Bacteria,Tenericutes,RF3,ML615J-28,,,,0.8
OTU_1398,Bacteria,OD1,Mb-NB09,,,,,0.95
OTU_1399,Bacteria,,,,,,,0.98
OTU_1396,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,,1
OTU_1397,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,,,0.8
OTU_1394,Bacteria,Bacteroidetes,,,,,,1
OTU_1395,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,ACK-M1,,,1
OTU_1392,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,,1
OTU_1393,Bacteria,Gemmatimonadetes,Gemm-1,,,,,1
OTU_1390,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,0.98
OTU_1391,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,,0.95
OTU_1868,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],,,0.97
OTU_1869,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,,,,0.89
OTU_3507,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,,0.98
OTU_1860,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,,,,1
OTU_1861,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Hydrogenophilus,,1
OTU_1862,Bacteria,GN02,BD1-5,,,,,1
OTU_1863,Bacteria,Planctomycetes,Phycisphaerae,WD2101,,,,1
OTU_1864,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,1
OTU_1865,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,0.99
OTU_1866,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,,1
OTU_1663,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,0.97
OTU_3606,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,,,0.92
OTU_3506,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,,,,1
OTU_2449,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,,,0.89
OTU_2448,Bacteria,Acidobacteria,Acidobacteria-5,,,,,1
OTU_2447,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,1
OTU_2446,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Luteolibacter,,0.97
OTU_2445,Bacteria,Cyanobacteria,Chloroplast,Streptophyta,,,,1
OTU_2444,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,,0.99
OTU_2443,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,Arthronema,,0.98
OTU_2442,Bacteria,Proteobacteria,Deltaproteobacteria,,,,,0.97
OTU_2441,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,,0.91
OTU_2440,Bacteria,Proteobacteria,,,,,,0.84
OTU_2289,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],01D2Z36,,,1
OTU_2288,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Flavisolibacter,,0.96
OTU_2285,Bacteria,Proteobacteria,,,,,,0.81
OTU_2284,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,0.85
OTU_2287,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,0.86
OTU_2286,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,,0.93
OTU_2281,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,,0.98
OTU_2280,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,0.94
OTU_2283,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,0.98
OTU_2282,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,,0.99
OTU_2667,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,,,0.94
OTU_2666,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,,0.95
OTU_2665,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,,0.85
OTU_2664,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,adhaesivum,1
OTU_2663,Bacteria,Proteobacteria,Betaproteobacteria,,,,,0.99
OTU_2662,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,0319-6A21,,,1
OTU_2612,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Dysgonomonas,,0.84
OTU_2660,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,,,0.99
OTU_2773,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,,1
OTU_2669,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,,,1
OTU_2668,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,0.91
OTU_3398,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,0.96
OTU_3399,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],auto67_4W,,,1
OTU_3394,Bacteria,NC10,24-Dec,JH-WHS47,,,,1
OTU_3395,Bacteria,Actinobacteria,,,,,,0.9
OTU_3396,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,succinicans,0.98
OTU_3397,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,,1
OTU_3390,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,,0.96
OTU_3391,Bacteria,Proteobacteria,Deltaproteobacteria,[Entotheonellales],,,,1
OTU_3392,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,,1
OTU_3393,Bacteria,Chloroflexi,Anaerolineae,A31,,,,0.97
OTU_3677,Bacteria,,,,,,,0.95
OTU_3008,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,,1
OTU_3009,Bacteria,Proteobacteria,,,,,,0.82
OTU_2772,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,,0.96
