OTUID,kingdom,phylum,class,order,family,genus,species,confidence
OTU_193,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Alloiococcus,,1
OTU_3264,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,,,0.91
OTU_3265,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Saprospiraceae,,,0.98
OTU_3266,Bacteria,Chloroflexi,Anaerolineae,CFB-26,,,,1
OTU_3267,Bacteria,Planctomycetes,Phycisphaerae,WD2101,,,,1
OTU_299,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,[Weeksellaceae],,,1
OTU_298,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,,1
OTU_3262,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,1
OTU_3263,Bacteria,Acidobacteria,[Chloracidobacteria],24-Nov,,,,1
OTU_295,Bacteria,Proteobacteria,,,,,,0.8
OTU_294,Bacteria,,,,,,,1
OTU_297,Bacteria,,,,,,,0.97
OTU_296,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,,,1
OTU_291,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,,1
OTU_290,Bacteria,,,,,,,0.98
OTU_293,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,,0.88
OTU_292,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,[Weeksellaceae],Chryseobacterium,,1
OTU_475,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Pigmentiphaga,,1
OTU_474,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,,0.97
OTU_477,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,,0.99
OTU_476,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,,,0.9
OTU_471,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,0.9
OTU_470,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Sanguibacteraceae,Sanguibacter,,0.97
OTU_473,Bacteria,Proteobacteria,Betaproteobacteria,,,,,0.97
OTU_472,Bacteria,Firmicutes,Bacilli,Bacillales,,,,1
OTU_1684,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,,1
OTU_1685,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,Ellin6075,,,1
OTU_1686,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,,1
OTU_1687,Bacteria,Elusimicrobia,Elusimicrobia,IIb,,,,1
OTU_479,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,p-2534-18B5,,,1
OTU_478,Bacteria,Acidobacteria,DA052,Ellin6513,,,,1
OTU_1682,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,,0.88
OTU_1683,Bacteria,Tenericutes,Mollicutes,RF39,,,,1
OTU_277,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,,,,0.89
OTU_276,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,,0.9
OTU_275,Bacteria,Proteobacteria,Betaproteobacteria,Procabacteriales,Procabacteriaceae,Procabacter,,0.99
OTU_274,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,Phytophthora,ramorum,0.93
OTU_273,Bacteria,,,,,,,0.89
OTU_272,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,vaginae,1
OTU_271,Bacteria,[Thermi],Deinococci,Deinococcales,Deinococcaceae,Deinococcus,,0.95
OTU_270,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,,1
OTU_1867,Bacteria,TM7,TM7-1,,,,,1
OTU_279,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,,0.84
OTU_278,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,1
OTU_3422,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,,,0.99
OTU_3128,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,,1
OTU_1889,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,,0.98
OTU_3468,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Epulopiscium,,1
OTU_3469,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,,,1
OTU_3462,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Adhaeribacter,,0.98
OTU_3463,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,,0.91
OTU_3460,Bacteria,,,,,,,0.98
OTU_3461,Bacteria,,,,,,,0.95
OTU_3466,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,,0.96
OTU_3467,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,,0.93
OTU_3464,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,,0.98
OTU_3465,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium,,1
OTU_1190,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,,1
OTU_1191,Bacteria,Tenericutes,Mollicutes,RF39,,,,1
OTU_1192,Bacteria,OP11,OP11-3,,,,,0.94
OTU_1193,Bacteria,Firmicutes,Clostridia,Clostridiales,,,,0.81
OTU_1194,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,,,0.98
OTU_1195,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,,,1
OTU_1196,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,,,0.92
OTU_1197,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,,,0.8
OTU_1198,Bacteria,Proteobacteria,Betaproteobacteria,MND1,,,,1
OTU_1199,Bacteria,,,,,,,0.88
OTU_1408,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,,0.82
OTU_871,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Rickettsiella,,1
OTU_870,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,,1
OTU_873,Bacteria,[Thermi],Deinococci,Deinococcales,Deinococcaceae,Deinococcus,,1
OTU_872,Bacteria,Cyanobacteria,Chloroplast,Streptophyta,,,,1
OTU_875,Bacteria,Acidobacteria,Sva0725,Sva0725,,,,0.98
OTU_874,Bacteria,Proteobacteria,Deltaproteobacteria,MIZ46,,,,1
OTU_877,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Plesiocystis,,0.97
OTU_876,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,,0.95
OTU_879,Bacteria,Firmicutes,Clostridia,Clostridiales,,,,0.98
OTU_878,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Jeotgalicoccus,,0.97
OTU_1754,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,0.9
OTU_1755,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Amycolatopsis,,0.94
OTU_1752,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,0.88
OTU_1753,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema,,0.95
OTU_1750,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,Leptolyngbya,,1
OTU_1751,Bacteria,Proteobacteria,Betaproteobacteria,A21b,UD5,,,1
OTU_2231,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,,,1
OTU_1409,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,,1
OTU_2624,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,,0.91
OTU_2661,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,,1
OTU_3602,Bacteria,,,,,,,1
OTU_3218,Bacteria,Chloroflexi,Ellin6529,,,,,1
OTU_3600,Bacteria,Cyanobacteria,Chloroplast,Stramenopiles,,,,1
OTU_3487,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,,1
OTU_3601,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,0.96
OTU_3058,Bacteria,Proteobacteria,,,,,,0.89
OTU_3607,Bacteria,Actinobacteria,MB-A2-108,0319-7L14,,,,1
OTU_3604,Bacteria,OD1,ZB2,,,,,0.95
OTU_2946,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,0.83
OTU_3909,Bacteria,Acidobacteria,Acidobacteria-5,,,,,1
OTU_3605,Bacteria,,,,,,,1
OTU_3616,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Anaeromyxobacter,,1
OTU_1571,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,,0.85
OTU_2942,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,succinicans,0.88
OTU_2943,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,,0.95
OTU_3302,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,,0.99
OTU_3504,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,,,0.88
OTU_2940,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,0.98
OTU_2696,Bacteria,Firmicutes,Clostridia,Clostridiales,[Mogibacteriaceae],,,0.88
OTU_3918,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,[Weeksellaceae],Wautersiella,,0.99
OTU_2941,Bacteria,OD1,ZB2,,,,,0.92
OTU_1369,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,,1
OTU_1368,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,,0.9
OTU_1367,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,luteciae,0.93
OTU_1366,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,,0.95
OTU_1365,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,,1
OTU_1364,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,,0.99
OTU_1363,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,,0.91
OTU_1362,Bacteria,OP3,koll11,,,,,1
OTU_1361,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,1
OTU_1360,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,,,1
OTU_2782,Bacteria,Proteobacteria,,,,,,0.8
OTU_3906,Bacteria,OD1,ZB2,,,,,0.99
OTU_2944,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Anaeromyxobacter,,1
OTU_2945,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,,0.86
OTU_2697,Bacteria,Actinobacteria,,,,,,1
OTU_3519,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,,1
OTU_1819,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,0.98
OTU_3902,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,,0.88
OTU_2363,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,,0.98
OTU_2949,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,,0.98
OTU_3654,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,,1
OTU_2694,Bacteria,,,,,,,0.95
OTU_3363,Archaea,[Parvarchaeota],[Parvarchaea],WCHD3-30,,,,1
OTU_1213,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,,1
OTU_1212,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,,,0.81
OTU_1211,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,,0.88
OTU_1210,Archaea,[Parvarchaeota],[Parvarchaea],WCHD3-30,,,,0.99
OTU_1217,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,,1
OTU_1216,Bacteria,Cyanobacteria,Chloroplast,,,,,0.84
OTU_1215,Bacteria,Cyanobacteria,Chloroplast,Streptophyta,,,,0.87
OTU_1214,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,,1
OTU_3866,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,0.9
OTU_3867,Bacteria,,,,,,,1
OTU_1219,Bacteria,Proteobacteria,,,,,,1
OTU_1218,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,,1
OTU_1969,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,,1
OTU_1968,Bacteria,Proteobacteria,,,,,,0.8
OTU_3613,Bacteria,Chloroflexi,Anaerolineae,,,,,1
OTU_3861,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,,,1
OTU_2368,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,,0.95
OTU_2369,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,,,0.98
OTU_1989,Bacteria,OD1,ZB2,,,,,0.89
OTU_1988,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,0.81
OTU_1983,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,1
OTU_1982,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,,0.98
OTU_1981,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,S24-7,,,0.88
OTU_1980,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,,,1
OTU_1987,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,0.97
OTU_1986,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,,0.86
OTU_1985,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,,1
OTU_1984,Bacteria,Gemmatimonadetes,Gemmatimonadetes,,,,,1
OTU_2322,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,,0.86
OTU_2323,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,,,0.84
OTU_2320,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,0.96
OTU_2321,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,,0.96
OTU_2326,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,,,0.99
OTU_2327,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,intestinale,1
OTU_2324,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,0.99
OTU_2325,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,,0.84
OTU_2328,Bacteria,OP11,OP11-3,,,,,0.96
OTU_2329,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,1
OTU_3457,Bacteria,Tenericutes,Mollicutes,RF39,,,,1
OTU_3171,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,,,0.91
OTU_3099,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,bryantii,0.94
OTU_2906,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,,0.98
OTU_3090,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,,,1
OTU_3456,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,,1
OTU_3098,Bacteria,,,,,,,0.92
OTU_2186,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,,,0.82
OTU_2187,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Alloiococcus,otitis,1
OTU_2184,Bacteria,,,,,,,0.98
OTU_2185,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,,0.99
OTU_2182,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,flavefaciens,1
OTU_2183,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,,,0.96
OTU_2180,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Flavisolibacter,,0.91
OTU_2181,Bacteria,Proteobacteria,Alphaproteobacteria,BD7-3,,,,0.89
OTU_3127,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,,1
OTU_3126,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],,,0.99
OTU_3125,Bacteria,Bacteroidetes,,,,,,1
OTU_3124,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,,1
OTU_3123,Bacteria,Tenericutes,Mollicutes,RsaHF231,,,,0.97
OTU_3122,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,,,0.87
OTU_2188,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,,1
OTU_2189,Bacteria,Chlorobi,BSV26,C20,,,,1
OTU_2436,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,,,1
OTU_2437,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,,0.82
OTU_2434,Bacteria,WPS-2,,,,,,1
OTU_2435,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,,0.85
OTU_2432,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Olivibacter,,1
OTU_2433,Bacteria,Proteobacteria,,,,,,0.86
OTU_2430,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,,,0.93
OTU_2431,Bacteria,,,,,,,1
OTU_3455,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,,0.9
OTU_2438,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,,0.95
OTU_2439,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,0.86
OTU_518,Bacteria,Firmicutes,Clostridia,Clostridiales,[Mogibacteriaceae],,,0.94
OTU_519,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,,,1
OTU_2618,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Asteroleplasma,,1
OTU_2619,Bacteria,[Thermi],Deinococci,Deinococcales,Deinococcaceae,Deinococcus,,1
OTU_512,Bacteria,,,,,,,1
OTU_513,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,Ellin6075,,,1
OTU_510,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,[Amoebophilaceae],Candidatus Amoebophilus,,1
OTU_511,Bacteria,Cyanobacteria,Chloroplast,Stramenopiles,,,,0.81
OTU_516,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,,0.95
OTU_517,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,,,1
OTU_514,Bacteria,Firmicutes,Clostridia,Clostridiales,[Mogibacteriaceae],,,1
OTU_515,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,,,0.99
OTU_2904,Bacteria,,,,,,,0.95
OTU_3454,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,,0.95
OTU_21,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,,,0.87
OTU_20,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,0.96
OTU_23,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,,,0.83
OTU_22,Bacteria,,,,,,,0.92
OTU_25,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Wolbachia,,1
OTU_24,Bacteria,,,,,,,1
OTU_27,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,,0.88
OTU_26,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,,0.96
OTU_29,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,1
OTU_28,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteibacter,rhizovicinus,0.82
OTU_3699,Bacteria,Chloroflexi,Anaerolineae,SBR1031,oc28,,,1
OTU_3698,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,0.8
OTU_2058,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Cellvibrio,,0.93
OTU_2059,Bacteria,Planctomycetes,Planctomycetia,B97,,,,1
OTU_2508,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,,,1
OTU_2509,Bacteria,OD1,,,,,,1
OTU_3057,Bacteria,Gemmatimonadetes,Gemm-1,,,,,1
OTU_3056,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,rhizosphaerae,0.99
OTU_3055,Bacteria,Firmicutes,Bacilli,Lactobacillales,,,,0.89
OTU_3054,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,,,0.97
OTU_2050,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,,0.86
OTU_2051,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,,0.99
OTU_2052,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,0.99
OTU_2053,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,,0.97
OTU_2054,Bacteria,Chloroflexi,Anaerolineae,GCA004,,,,0.98
OTU_2055,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,,,,1
OTU_2056,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,,0.99
OTU_2057,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,,,0.98
OTU_606,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Megasphaera,,1
OTU_607,Bacteria,TM7,TM7-3,,,,,0.88
OTU_604,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,0.99
OTU_605,Bacteria,Cyanobacteria,Nostocophycideae,Nostocales,Nostocaceae,,,0.88
OTU_602,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,[Weeksellaceae],Elizabethkingia,meningoseptica,1
OTU_603,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,,0.89
OTU_600,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,bowmanii,1
OTU_601,Bacteria,,,,,,,0.96
OTU_1561,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Patulibacteraceae,,,0.85
OTU_1560,Bacteria,OD1,,,,,,0.93
OTU_1563,Bacteria,Chloroflexi,,,,,,0.8
OTU_1562,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,balearica,0.98
OTU_1565,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,0.9
OTU_1564,Bacteria,Proteobacteria,Deltaproteobacteria,BPC076,,,,1
OTU_608,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,Thiohalorhabdus,,0.91
OTU_609,Bacteria,FBP,,,,,,1
OTU_3452,Bacteria,,,,,,,0.99
OTU_3766,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,0.89
OTU_2907,Bacteria,OD1,ZB2,,,,,0.93
OTU_3589,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,,0.98
OTU_3588,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,,1
OTU_3577,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,,,,0.82
OTU_3581,Bacteria,GOUTA4,,,,,,1
OTU_3580,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,,,1
OTU_3583,Bacteria,,,,,,,0.95
OTU_3582,Bacteria,Chloroflexi,Chloroflexi,Chloroflexales,Chloroflexaceae,Chloronema,,0.89
OTU_2903,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,,1
OTU_3584,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,,0.99
OTU_3587,Bacteria,Proteobacteria,,,,,,0.81
OTU_3586,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,,0.84
OTU_3277,Bacteria,,,,,,,0.87
OTU_3276,Bacteria,Proteobacteria,,,,,,0.81
OTU_288,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,,1
OTU_289,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,,1
OTU_3273,Bacteria,Actinobacteria,OPB41,,,,,1
OTU_3272,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,,1
OTU_3271,Bacteria,,,,,,,0.87
OTU_3270,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,,1
OTU_282,Bacteria,Proteobacteria,,,,,,0.8
OTU_283,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,,0.9
OTU_280,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,,0.95
OTU_281,Bacteria,,,,,,,0.99
OTU_286,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,,1
OTU_287,Bacteria,,,,,,,0.95
OTU_284,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina,ginsengi,0.85
OTU_285,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,,,1
OTU_462,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,,1
OTU_463,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,,1
